Name of the game,Fit platform,Num Of comments,Num Of likes,Raiting,Grade,Num of pros,Num of cons,First Released,The game rviewer,The date of the review
The Walking Dead: Episode 5 - No Time Left Review,X360,32,1,Good,7.5,3.0,2.0,,"
    Brett Todd
  ","November 21, 2012 at 4:44PM PST"
Persona 4 Golden Review,VITA,379,16,Superb,9,5.0,1.0,,"
    Heidi Kemps
  ","November 21, 2012 at 4:36PM PST"
Sonic & All-Stars Racing Transformed Review,PS3,17,6,Great,8.5,4.0,2.0,,"
    Britton Peele
  ","November 21, 2012 at 11:36AM PST"
Sonic & All-Stars Racing Transformed Review,WIIU,124,3,Fair,6,3.0,3.0,,"
    Britton Peele
  ","November 21, 2012 at 11:35AM PST"
Fallen Enchantress Review,PC,9,0,Good,7.5,4.0,3.0,,"
    Brett Todd
  ","November 21, 2012 at 9:58AM PST"
Sonic & All-Stars Racing Transformed Review,X360,57,7,Great,8.5,4.0,2.0,,"
    Britton Peele
  ","November 20, 2012 at 6:54PM PST"
Lego Harry Potter: Years 1-4 Review,X360,0,3,Great,8,4.0,2.0,,"
    Kevin VanOrd
  ","November 20, 2012 at 11:12AM PST"
PlayStation All-Stars Battle Royale Review,VITA,0,4,Fair,6.5,4.0,4.0,,"
    Mark Walton
  ","November 20, 2012 at 9:44AM PST"
PlayStation All-Stars Battle Royale Review,PS3,0,3,Fair,6.5,4.0,4.0,"Nov 20, 2012","
    Mark Walton
  ","November 20, 2012 at 9:44AM PST"
Sing Party Review,WIIU,0,4,Good,7,3.0,2.0,,"
    Britton Peele
  ","November 19, 2012 at 10:03PM PST"
Ninja Gaiden 3: Razor's Edge Review,WIIU,66,5,Fair,6,3.0,3.0,"Feb 14, 2012","
    Kevin VanOrd
  ","November 19, 2012 at 7:44PM PST"
Karateka Review,X360,19,1,Fair,6.5,3.0,2.0,,"
    Leif Johnson
  ","November 19, 2012 at 6:24PM PST"
Hitman: Absolution Review,X360,644,26,Good,7.5,3.0,2.0,"Nov 19, 2012","
    Kevin VanOrd
  ","November 18, 2012 at 9:51AM PST"
New Super Mario Bros. U Review,WIIU,219,8,Great,8.5,4.0,1.0,"Nov 18, 2012","
    Peter Brown
  ","November 17, 2012 at 9:24AM PST"
Nintendo Land Review,WIIU,69,5,Great,8,4.0,1.0,"Nov 18, 2012","
    Carolyn Petit
  ","November 17, 2012 at 9:13AM PST"
Epic Mickey 2: The Power of Two Review,PS3,95,6,Mediocre,5,2.0,4.0,"Nov 18, 2012","
    Tom Mc Shea
  ","November 16, 2012 at 9:10PM PST"
Natural Selection 2 Review,PC,0,3,Great,8,4.0,2.0,,"
    Ashton Raze
  ","November 13, 2012 at 4:58PM PST"
Of Orcs and Men Review,PC,66,9,Good,7,3.0,2.0,,"
    Nathan Meunier
  ","November 13, 2012 at 4:42PM PST"
F1 Race Stars Review,PC,0,2,Mediocre,5.5,2.0,3.0,,"
    Gamespot Staff
  ","November 13, 2012 at 10:06AM PST"
F1 Race Stars Review,PS3,0,0,Mediocre,5.5,2.0,3.0,"Nov 13, 2012","
    Gamespot Staff
  ","November 13, 2012 at 10:06AM PST"
F1 Race Stars Review,X360,8,0,Mediocre,5.5,2.0,3.0,"Nov 13, 2012","
    Gamespot Staff
  ","November 13, 2012 at 10:05AM PST"
Wonderbook: Book of Spells Review,PS3,0,4,Great,8,2.0,2.0,"Nov 13, 2012","
    Gamespot Staff
  ","November 12, 2012 at 7:59PM PST"
Paper Mario: Sticker Star Review,3DS,191,6,Good,7.5,4.0,2.0,,"
    Carolyn Petit
  ","November 9, 2012 at 6:06PM PST"
Medal of Honor: Warfighter Review,X360,104,9,Fair,6,3.0,3.0,"Oct 23, 2012","
    Kevin VanOrd
  ","November 9, 2012 at 11:24AM PST"
Primal Carnage Review,PC,0,6,Fair,6.5,2.0,2.0,,"
    Maxwell McGee
  ","November 8, 2012 at 11:21AM PST"
Zero Escape: Virtue's Last Reward Review,3DS,15,3,Great,8.5,4.0,3.0,,"
    Heidi Kemps
  ","November 7, 2012 at 4:41PM PST"
Pid Review,PC,2,1,Good,7,3.0,2.0,,"
    Leif Johnson
  ","November 6, 2012 at 5:50PM PST"
Pid Review,X360,2,0,Good,7,3.0,2.0,,"
    Leif Johnson
  ","November 6, 2012 at 5:50PM PST"
Little Big Planet Karting Review,PS3,0,1,Good,7,3.0,3.0,"Nov 6, 2012","
    Tom Mc Shea
  ","November 6, 2012 at 11:28AM PST"
WWE '13 Review,X360,110,8,Great,8,3.0,1.0,,"
    Nathan Meunier
  ","November 5, 2012 at 5:58PM PST"
Super Monkey Ball: Banana Blitz Review,VITA,0,0,Mediocre,5,2.0,3.0,,"
    Mark Walton
  ","November 2, 2012 at 5:59PM PDT"
Code of Princess Review,3DS,0,3,Good,7,4.0,3.0,,"
    Heidi Kemps
  ","November 2, 2012 at 5:59PM PDT"
Zone of the Enders: HD Collection Review,PS3,190,1,Mediocre,5.5,2.0,4.0,,"
    Peter Brown
  ","November 1, 2012 at 6:17PM PDT"
Zone of the Enders: HD Collection Review,X360,0,1,Fair,6,2.0,4.0,,"
    Peter Brown
  ","November 1, 2012 at 5:42PM PDT"
Halo 4 Review,X360,955,21,Superb,9,5.0,1.0,"Nov 6, 2012","
    Chris Watters
  ","November 1, 2012 at 12:15AM PDT"
Assassin's Creed III: Liberation Review,VITA,0,2,Fair,6.5,2.0,3.0,,"
    Shaun McInnis
  ","October 31, 2012 at 6:22PM PDT"
Need for Speed: Most Wanted Review,PS3,62,31,Good,7.5,5.0,5.0,"Oct 30, 2012","
    Carolyn Petit
  ","October 30, 2012 at 6:16PM PDT"
Need for Speed: Most Wanted Review,X360,121,3,Good,7.5,5.0,5.0,"Oct 30, 2012","
    Carolyn Petit
  ","October 30, 2012 at 6:16PM PDT"
Painkiller: Hell & Damnation Review,PC,0,5,Good,7,3.0,2.0,,"
    Nathan Meunier
  ","October 29, 2012 at 9:47AM PDT"
Football Manager 2013 Review,PC,58,1,Great,8,5.0,2.0,,"
    Gamespot Staff
  ","October 29, 2012 at 3:38AM PDT"
Medal of Honor: Warfighter Review,PC,1,13,Fair,6,3.0,3.0,"Oct 23, 2012","
    Kevin VanOrd
  ","October 26, 2012 at 7:42PM PDT"
Zombie Driver HD Review,X360,4,8,Fair,6.5,3.0,2.0,,"
    Leif Johnson
  ","October 26, 2012 at 6:56PM PDT"
Lucius Review,PC,0,7,Fair,6.5,3.0,4.0,,"
    Brett Todd
  ","October 26, 2012 at 6:50PM PDT"
World of Warcraft: Mists of Pandaria Review,PC,0,2,Good,7.5,4.0,2.0,"Nov 23, 2004","
    Gamespot Staff
  ","October 25, 2012 at 10:43PM PDT"
Zero Escape: Virtue's Last Reward Review,VITA,25,8,Great,8.5,4.0,3.0,,"
    Heidi Kemps
  ","October 25, 2012 at 5:38PM PDT"
Silent Hill: Book of Memories Review,VITA,15,0,Fair,6,3.0,3.0,,"
    Britton Peele
  ","October 25, 2012 at 2:01PM PDT"
Just Dance 4 Review,X360,0,3,Good,7.5,4.0,1.0,,"
    Mark Walton
  ","October 25, 2012 at 12:50PM PDT"
Just Dance 4 Review,WII,3,12,Good,7,3.0,1.0,,"
    Mark Walton
  ","October 25, 2012 at 12:49PM PDT"
Just Dance 4 Review,PS3,1,2,Good,7,3.0,1.0,,"
    Mark Walton
  ","October 25, 2012 at 12:33PM PDT"
Happy Wars Review,X360,0,4,Mediocre,5,3.0,3.0,,"
    Jason Venter
  ","October 24, 2012 at 9:18PM PDT"
007 Legends Review,PS3,37,7,Bad,3.5,1.0,4.0,,"
    Leif Johnson
  ","October 24, 2012 at 11:10AM PDT"
007 Legends Review,X360,0,2,Bad,3.5,1.0,4.0,,"
    Leif Johnson
  ","October 24, 2012 at 11:09AM PDT"
Liberation Maiden Review,3DS,0,3,Great,8.5,4.0,1.0,,"
    Mark Walton
  ","October 24, 2012 at 6:32AM PDT"
Mugen Souls Review,PS3,0,0,Poor,4,2.0,4.0,,"
    Heidi Kemps
  ","October 19, 2012 at 6:33PM PDT"
Naughty Bear: Panic in Paradise Review,X360,7,4,Mediocre,5.5,2.0,2.0,,"
    Leif Johnson
  ","October 18, 2012 at 4:57PM PDT"
Derrick the Deathfin Review,PS3,0,0,Good,7,4.0,3.0,,"
    Mark Walton
  ","October 18, 2012 at 3:15AM PDT"
Dance Central 3 Review,X360,0,1,Great,8.5,4.0,1.0,"Oct 16, 2012","
    Carolyn Petit
  ","October 16, 2012 at 6:21PM PDT"
The Unfinished Swan Review,PS3,0,3,Fair,6.5,2.0,2.0,"Oct 23, 2012","
    Eric Neigher
  ","October 16, 2012 at 4:02PM PDT"
Inazuma Eleven Strikers Review,WII,0,77,Mediocre,5,1.0,3.0,,"
    Matt Purslow
  ","October 16, 2012 at 7:33AM PDT"
Warlords Review,PS3,0,0,Mediocre,5.5,2.0,3.0,,"
    Britton Peele
  ","October 15, 2012 at 6:21PM PDT"
Professor Layton and the Miracle Mask Review,3DS,33,1,Great,8.5,4.0,1.0,,"
    Ashton Raze
  ","October 15, 2012 at 6:06AM PDT"
Retro City Rampage Review,PS3,0,2,Good,7,5.0,3.0,"Oct 9, 2012","
    Carolyn Petit
  ","October 12, 2012 at 7:22PM PDT"
Retro City Rampage Review,PC,0,0,Good,7,5.0,3.0,"Oct 9, 2012","
    Carolyn Petit
  ","October 12, 2012 at 7:21PM PDT"
NBA 2K13 Review,X360,78,2,Superb,9,5.0,2.0,,"
    Brett Todd
  ","October 12, 2012 at 6:00PM PDT"
NBA 2K13 Review,PS3,18,27,Superb,9,5.0,2.0,,"
    Brett Todd
  ","October 12, 2012 at 6:00PM PDT"
The Walking Dead - Episode 4: Around Every Corner Review,X360,0,2,Good,7,2.0,2.0,,"
    Brett Todd
  ","October 12, 2012 at 4:59PM PDT"
The Walking Dead - Episode 4: Around Every Corner Review,PC,7,0,Good,7,2.0,2.0,,"
    Brett Todd
  ","October 12, 2012 at 4:58PM PDT"
The Walking Dead - Episode 4: Around Every Corner Review,PS3,3,0,Good,7,2.0,2.0,,"
    Brett Todd
  ","October 12, 2012 at 4:46PM PDT"
WRC 3 Review,PC,0,12,Fair,6,3.0,3.0,,"
    Gamespot Staff
  ","October 12, 2012 at 2:11AM PDT"
Forza Horizon Review,X360,141,7,Great,8.5,5.0,2.0,"Oct 23, 2012","
    Shaun McInnis
  ","October 12, 2012 at 12:00AM PDT"
Fable: The Journey Review,X360,0,6,Great,8,4.0,1.0,"Oct 9, 2012","
    Tom Mc Shea
  ","October 10, 2012 at 7:29PM PDT"
Dragon Ball Z for Kinect Review,X360,0,8,Poor,4.5,1.0,4.0,,"
    Mark Walton
  ","October 9, 2012 at 2:08AM PDT"
XCOM: Enemy Unknown Review,PS3,21,13,Great,8.5,4.0,2.0,"Oct 8, 2012","
    Kevin VanOrd
  ","October 8, 2012 at 7:34PM PDT"
XCOM: Enemy Unknown Review,X360,1,4,Great,8.5,4.0,2.0,"Oct 8, 2012","
    Kevin VanOrd
  ","October 8, 2012 at 7:34PM PDT"
XCOM: Enemy Unknown Review,PC,1,9,Great,8.5,4.0,2.0,"Oct 8, 2012","
    Kevin VanOrd
  ","October 8, 2012 at 7:33PM PDT"
War of the Roses Review,PC,0,2,Good,7.5,3.0,1.0,,"
    Nathan Meunier
  ","October 5, 2012 at 3:38PM PDT"
NBA Baller Beats Review,X360,0,2,Good,7,3.0,3.0,,"
    Eric Neigher
  ","October 5, 2012 at 2:12PM PDT"
FIFA Soccer 13 Review,VITA,0,4,Mediocre,5.5,1.0,2.0,,"
    Mark Walton
  ","October 5, 2012 at 2:10AM PDT"
Nights Into Dreams HD Review,X360,0,4,Good,7,3.0,1.0,,"
    Jason Venter
  ","October 4, 2012 at 4:49PM PDT"
Realms of Ancient War Review,X360,3,0,Mediocre,5,1.0,3.0,"Sep 19, 2012","
    Tom Mc Shea
  ","October 3, 2012 at 5:49PM PDT"
Pokemon Black Version 2 Review,DS,0,7,Fair,6.5,3.0,4.0,,"
    Ashton Raze
  ","October 3, 2012 at 3:44AM PDT"
Pokemon White Version 2 Review,DS,0,7,Fair,6.5,3.0,4.0,,"
    Ashton Raze
  ","October 3, 2012 at 3:33AM PDT"
One Piece: Pirate Warriors Review,PS3,115,6,Poor,4,1.0,3.0,"Sep 25, 2012","
    Carolyn Petit
  ","October 2, 2012 at 7:02PM PDT"
Hero Academy Review,PC,9,0,Great,8.5,4.0,1.0,,"
    Nathan Meunier
  ","October 1, 2012 at 6:38PM PDT"
The Testament of Sherlock Holmes Review,PC,86,16,Great,8,3.0,2.0,,"
    Brett Todd
  ","September 27, 2012 at 7:11PM PDT"
Tryst Review,PC,22,1,Poor,4.5,1.0,3.0,,"
    Brett Todd
  ","September 27, 2012 at 5:28PM PDT"
Damage Inc. Review,X360,0,1,Bad,3,1.0,5.0,,"
    Lucy James
  ","September 27, 2012 at 4:55PM PDT"
FIFA Soccer 13 Review,X360,0,5,Great,8,4.0,2.0,"Sep 25, 2012","
    Mark Walton
  ","September 27, 2012 at 11:59AM PDT"
FIFA Soccer 13 Review,PS3,26,3,Great,8,4.0,2.0,"Sep 25, 2012","
    Mark Walton
  ","September 27, 2012 at 11:59AM PDT"
Hell Yeah: Wrath of the Dead Rabbit Review,X360,0,1,Poor,4,2.0,5.0,,"
    Tom Mc Shea
  ","September 25, 2012 at 5:48PM PDT"
Hell Yeah: Wrath of the Dead Rabbit Review,PS3,24,1,Poor,4,2.0,5.0,,"
    Tom Mc Shea
  ","September 25, 2012 at 3:31PM PDT"
Dead or Alive 5 Review,X360,0,1,Good,7.5,3.0,2.0,"Sep 25, 2012","
    Maxwell McGee
  ","September 25, 2012 at 4:27AM PDT"
Dead or Alive 5 Review,PS3,26,4,Good,7.5,3.0,2.0,"Sep 25, 2012","
    Maxwell McGee
  ","September 25, 2012 at 4:23AM PDT"
Torchlight II Review,PC,230,11,Great,8.5,5.0,2.0,"Sep 20, 2012","
    Carolyn Petit
  ","September 24, 2012 at 9:02PM PDT"
Transcripted Review,PC,0,1,Great,8,4.0,2.0,,"
    Leif Johnson
  ","September 24, 2012 at 12:38PM PDT"
F1 2012 Review,X360,15,0,Great,8.5,4.0,2.0,"Sep 17, 2012","
    Danny O'Dwyer
  ","September 21, 2012 at 8:22AM PDT"
F1 2012 Review,PC,12,11,Great,8.5,4.0,2.0,"Sep 17, 2012","
    Danny O'Dwyer
  ","September 20, 2012 at 6:20PM PDT"
Shad'O Review,PC,5,0,Good,7,3.0,2.0,,"
    Eric Neigher
  ","September 20, 2012 at 6:06PM PDT"
Pro Evolution Soccer 2013 Review,X360,51,8,Great,8,4.0,4.0,"Sep 25, 2012","
    Mark Walton
  ","September 20, 2012 at 10:55AM PDT"
Closure Review,PC,4,0,Great,8,4.0,1.0,"Jan 1, 2009","
    Tom Mc Shea
  ","September 18, 2012 at 5:50PM PDT"
Borderlands 2 Review,X360,462,5,Great,8.5,4.0,2.0,"Sep 18, 2012","
    Chris Watters
  ","September 17, 2012 at 9:06PM PDT"
FTL: Faster Than Light Review,PC,0,15,Great,8,3.0,1.0,,"
    Brett Todd
  ","September 17, 2012 at 7:04PM PDT"
Jet Set Radio Review,X360,0,17,Poor,4.5,2.0,3.0,,"
    Jason Venter
  ","September 17, 2012 at 6:46PM PDT"
Joe Danger 2: The Movie Review,X360,8,0,Great,8,4.0,2.0,,"
    Eric Neigher
  ","September 14, 2012 at 5:53PM PDT"
The Sims 3: Supernatural Review,PC,11,4,Good,7,4.0,2.0,,"
    Leif Johnson
  ","September 14, 2012 at 5:45PM PDT"
Double Dragon: Neon Review,X360,0,0,Good,7,3.0,2.0,"Sep 11, 2012","
    Tom Mc Shea
  ","September 12, 2012 at 6:43PM PDT"
Double Dragon: Neon Review,PS3,0,4,Good,7,3.0,2.0,"Sep 11, 2012","
    Tom Mc Shea
  ","September 12, 2012 at 6:31PM PDT"
Tiny Troopers Review,PC,19,1,Mediocre,5,2.0,3.0,,"
    Nathan Meunier
  ","September 12, 2012 at 5:35PM PDT"
Tekken Tag Tournament 2 Review,PS3,114,20,Great,8.5,4.0,1.0,"Sep 11, 2012","
    Maxwell McGee
  ","September 11, 2012 at 8:16PM PDT"
NHL 13 Review,X360,78,0,Great,8,4.0,2.0,,"
    Brett Todd
  ","September 11, 2012 at 7:19PM PDT"
NHL 13 Review,PS3,1,0,Great,8,4.0,2.0,,"
    Brett Todd
  ","September 11, 2012 at 7:19PM PDT"
Dark Souls: Prepare to Die Edition Review,PC,698,23,Superb,9.5,5.0,2.0,"Oct 4, 2011","
    Carolyn Petit
  ","September 10, 2012 at 7:36PM PDT"
They Bleed Pixels Review,PC,2,0,Good,7,3.0,2.0,,"
    Eric Neigher
  ","September 10, 2012 at 5:59PM PDT"
Snapshot Review,PC,4,0,Good,7.5,4.0,2.0,,"
    Tom Mc Shea
  ","September 7, 2012 at 5:19PM PDT"
Anarchy Reigns Review,X360,75,0,Good,7,3.0,3.0,"Jan 8, 2013","
    Mark Walton
  ","September 7, 2012 at 10:38AM PDT"
Kung Fu Strike: The Warrior's Rise Review,X360,0,2,Good,7,4.0,2.0,,"
    Jason Venter
  ","September 7, 2012 at 10:14AM PDT"
Way of the Samurai 4 Review,PS3,29,5,Fair,6,2.0,3.0,"Aug 21, 2012","
    Chris Watters
  ","September 6, 2012 at 6:40PM PDT"
Mass Effect 3: Leviathan Review,X360,247,1,Fair,6,3.0,2.0,,"
    Kevin VanOrd
  ","August 31, 2012 at 6:41PM PDT"
AVSEQ Review,PC,1,0,Fair,6,1.0,1.0,,"
    Kevin VanOrd
  ","August 31, 2012 at 3:15PM PDT"
Tom Clancy's Ghost Recon Online Review,PC,25,15,Good,7.5,3.0,2.0,"Aug 15, 2012","
    Nathan Meunier
  ","August 30, 2012 at 6:54PM PDT"
Madden NFL 13 Review,VITA,11,0,Mediocre,5.5,2.0,3.0,,"
    Tom Mc Shea
  ","August 30, 2012 at 4:49PM PDT"
The Walking Dead: Episode 3 - Long Road Ahead Review,PS3,1,2,Great,8.5,3.0,1.0,,"
    Brett Todd
  ","August 30, 2012 at 2:51PM PDT"
Galaxy on Fire 2 Review,PC,18,25,Fair,6,3.0,4.0,,"
    Brett Todd
  ","August 29, 2012 at 5:46PM PDT"
JoJo's Bizarre Adventure HD Ver. Review,X360,0,0,Good,7,2.0,2.0,,"
    Maxwell McGee
  ","August 29, 2012 at 2:59PM PDT"
JoJo's Bizarre Adventure HD Ver. Review,PS3,24,1,Good,7,2.0,2.0,,"
    Maxwell McGee
  ","August 29, 2012 at 2:58PM PDT"
Madden NFL 13 Review,X360,0,0,Good,7.5,4.0,3.0,"Aug 28, 2012","
    Tom Mc Shea
  ","August 28, 2012 at 4:25PM PDT"
Madden NFL 13 Review,PS3,88,0,Good,7.5,4.0,2.0,"Aug 28, 2012","
    Tom Mc Shea
  ","August 28, 2012 at 4:25PM PDT"
Rock Band Blitz Review,X360,0,0,Good,7.5,3.0,2.0,"Aug 28, 2012","
    Carolyn Petit
  ","August 27, 2012 at 6:42PM PDT"
Bullet Run Review,PC,13,1,Mediocre,5.5,2.0,3.0,,"
    Brett Todd
  ","August 24, 2012 at 4:50PM PDT"
Unmechanical Review,PC,0,2,Good,7,3.0,2.0,,"
    Eric Neigher
  ","August 24, 2012 at 4:15PM PDT"
Transformers: Fall of Cybertron Review,PC,0,7,Good,7,4.0,3.0,"Aug 20, 2012","
    Kevin VanOrd
  ","August 23, 2012 at 5:45PM PDT"
Transformers: Fall of Cybertron Review,X360,0,1,Good,7,4.0,3.0,"Aug 20, 2012","
    Kevin VanOrd
  ","August 21, 2012 at 7:01PM PDT"
Transformers: Fall of Cybertron Review,PS3,0,3,Fair,6.5,4.0,4.0,"Aug 20, 2012","
    Kevin VanOrd
  ","August 21, 2012 at 7:00PM PDT"
Retro/Grade Review,PS3,9,1,Good,7,3.0,2.0,,"
    Britton Peele
  ","August 20, 2012 at 6:17PM PDT"
Legends of Pegasus Review,PC,30,2,Poor,4,2.0,4.0,,"
    Eric Neigher
  ","August 17, 2012 at 5:55PM PDT"
Papo & Yo Review,PS3,0,3,Good,7.5,2.0,2.0,"Aug 14, 2012","
    Carolyn Petit
  ","August 14, 2012 at 7:41PM PDT"
Symphony Review,PC,0,0,Great,8,4.0,3.0,,"
    Leif Johnson
  ","August 13, 2012 at 6:27PM PDT"
Death Rally Review,PC,15,6,Poor,4,2.0,5.0,,"
    Brett Todd
  ","August 13, 2012 at 5:36PM PDT"
Hybrid Review,X360,0,0,Great,8,3.0,1.0,"Aug 8, 2012","
    Chris Watters
  ","August 10, 2012 at 6:37PM PDT"
Rigonauts Review,PC,3,0,Fair,6,2.0,3.0,,"
    Eric Neigher
  ","August 8, 2012 at 6:16PM PDT"
7554 Review,PC,68,27,Bad,3.5,1.0,4.0,"Jul 20, 2012","
    Chris Watters
  ","August 7, 2012 at 5:51PM PDT"
Persona 4 Arena Review,PS3,46,1,Great,8,4.0,3.0,"Aug 7, 2012","
    Maxwell McGee
  ","August 7, 2012 at 5:28PM PDT"
Awesomenauts Review,PC,10,1,Great,8,3.0,1.0,,"
    Austin Light
  ","August 7, 2012 at 5:22PM PDT"
Persona 4 Arena Review,X360,42,0,Good,7,3.0,4.0,"Aug 7, 2012","
    Maxwell McGee
  ","August 7, 2012 at 5:06PM PDT"
Awesomenauts Review,X360,30,4,Great,8,3.0,1.0,,"
    Austin Light
  ","August 7, 2012 at 4:40PM PDT"
The Expendables 2 Review,PS3,18,3,Mediocre,5.5,3.0,3.0,,"
    Jason Venter
  ","August 6, 2012 at 6:07PM PDT"
The Political Machine 2012 Review,PC,0,0,Fair,6,3.0,4.0,,"
    Brett Todd
  ","August 3, 2012 at 4:07PM PDT"
Orcs Must Die! 2 Review,PC,0,1,Great,8,3.0,1.0,,"
    Nathan Meunier
  ","August 3, 2012 at 3:28PM PDT"
Growlanser: Wayfarer of Time Review,PSP,137,1,Fair,6,2.0,3.0,"Jul 31, 2012","
    Carolyn Petit
  ","August 1, 2012 at 6:48PM PDT"
Deadlight Review,X360,0,0,Fair,6.5,2.0,2.0,"Aug 1, 2012","
    Chris Watters
  ","August 1, 2012 at 5:55PM PDT"
Rainbow Moon Review,PS3,0,0,Fair,6,2.0,3.0,,"
    Tom Mc Shea
  ","August 1, 2012 at 5:51PM PDT"
Orc: Vengeance Review,IOS,0,2,Good,7.5,4.0,2.0,,"
    Gamespot Staff
  ","July 31, 2012 at 2:28AM PDT"
Kingdom Hearts 3D Review,3DS,0,9,Good,7,5.0,4.0,"Jun 5, 2012","
    Mark Walton
  ","July 27, 2012 at 12:49PM PDT"
Prototype 2 Review,PC,57,13,Good,7.5,5.0,3.0,"Apr 24, 2012","
    Tom Mc Shea
  ","July 25, 2012 at 5:18PM PDT"
SpellForce 2: Faith in Destiny Review,PC,0,1,Mediocre,5.5,3.0,4.0,,"
    Leif Johnson
  ","July 23, 2012 at 6:49PM PDT"
Wreckateer Review,X360,33,0,Good,7,3.0,1.0,"Jul 25, 2012","
    Chris Watters
  ","July 23, 2012 at 6:21PM PDT"
Heroes of Ruin Review,3DS,46,0,Fair,6,2.0,3.0,,"
    Tom Mc Shea
  ","July 20, 2012 at 9:50PM PDT"
London 2012 Review,PS3,6,2,Fair,6.5,2.0,3.0,,"
    Lucy James
  ","July 20, 2012 at 6:05PM PDT"
London 2012 Review,X360,24,0,Fair,6.5,2.0,3.0,,"
    Lucy James
  ","July 20, 2012 at 6:03PM PDT"
Dyad Review,PS3,20,0,Great,8,4.0,1.0,"Jul 17, 2012","
    Kevin VanOrd
  ","July 20, 2012 at 5:39PM PDT"
Tony Hawk's Pro Skater HD Review,X360,0,1,Fair,6,3.0,3.0,"Jul 18, 2012","
    Shaun McInnis
  ","July 20, 2012 at 5:03PM PDT"
The Walking Dead: Episode 2 - Starved for Help Review,PC,0,1,Great,8.5,3.0,1.0,,"
    Brett Todd
  ","July 19, 2012 at 6:29PM PDT"
The Walking Dead: Episode 2 - Starved for Help Review,PS3,5,1,Great,8.5,3.0,1.0,,"
    Brett Todd
  ","July 19, 2012 at 6:29PM PDT"
The Dark Eye: Chains of Satinav Review,PC,0,6,Good,7.5,4.0,2.0,,"
    Brett Todd
  ","July 19, 2012 at 1:27PM PDT"
Hoodwink Review,PC,0,1,Bad,3,2.0,5.0,,"
    Gamespot Staff
  ","July 19, 2012 at 9:39AM PDT"
Quantum Conundrum Review,X360,2,0,Good,7.5,3.0,1.0,"Jun 21, 2012","
    Carolyn Petit
  ","July 18, 2012 at 6:05PM PDT"
Quantum Conundrum Review,PS3,5,0,Good,7.5,3.0,1.0,"Jun 21, 2012","
    Carolyn Petit
  ","July 18, 2012 at 6:05PM PDT"
Fray Review,PC,4,0,Poor,4,2.0,4.0,,"
    Nathan Meunier
  ","July 17, 2012 at 5:19PM PDT"
Resonance Review,PC,0,2,Mediocre,5,3.0,2.0,,"
    Eric Neigher
  ","July 12, 2012 at 4:00PM PDT"
The Secret World Review,PC,214,7,Good,7.5,5.0,3.0,"Jul 3, 2012","
    Kevin VanOrd
  ","July 11, 2012 at 6:38PM PDT"
Test Drive: Ferrari Racing Legends Review,X360,25,4,Mediocre,5.5,2.0,3.0,"Jul 3, 2012","
    Carolyn Petit
  ","July 10, 2012 at 6:12PM PDT"
Endless Space Review,PC,0,21,Great,8,4.0,2.0,"Jul 4, 2012","
    Peter Brown
  ","July 10, 2012 at 5:53PM PDT"
NCAA Football 13 Review,X360,100,4,Fair,6.5,2.0,4.0,"Jul 10, 2012","
    Tom Mc Shea
  ","July 10, 2012 at 5:44PM PDT"
Dungeon Twister Review,PS3,4,0,Fair,6,2.0,2.0,,"
    Jason Venter
  ","July 10, 2012 at 4:29PM PDT"
Project Zero 2: Wii Edition Review,WII,0,9,Great,8.5,4.0,2.0,,"
    Gamespot Staff
  ","July 9, 2012 at 10:20AM PDT"
Krater Review,PC,0,0,Mediocre,5,1.0,4.0,"Jun 12, 2012","
    Carolyn Petit
  ","July 3, 2012 at 7:14PM PDT"
Tom Clancy's Ghost Recon: Future Soldier Review,PC,0,7,Fair,6.5,3.0,3.0,,"
    Chris Watters
  ","July 2, 2012 at 3:27PM PDT"
Theatrythm Review,3DS,0,0,Good,7.5,4.0,1.0,"Jul 3, 2012","
    Mark Walton
  ","June 29, 2012 at 8:26AM PDT"
The Walking Dead: Episode 2 - Starved for Help Review,X360,2,2,Great,8.5,3.0,2.0,,"
    Brett Todd
  ","June 28, 2012 at 7:30PM PDT"
Sins of a Solar Empire: Rebellion Review,PC,115,8,Great,8.5,5.0,2.0,,"
    Brett Todd
  ","June 28, 2012 at 4:47PM PDT"
Deponia Review,PC,0,16,Great,8,5.0,1.0,"Aug 6, 2012","
    Mark Walton
  ","June 28, 2012 at 11:07AM PDT"
Thomas Was Alone Review,PC,1,2,Good,7.5,3.0,2.0,,"
    Tom Mc Shea
  ","June 28, 2012 at 9:43AM PDT"
Metal Gear Solid HD Collection Review,VITA,176,5,Great,8.5,4.0,2.0,,"
    Peter Brown
  ","June 27, 2012 at 6:03PM PDT"
Penny Arcade's On the Rain-Slick Precipice of Darkness 3 Review,PC,0,0,Good,7.5,3.0,2.0,,"
    Carolyn Petit
  ","June 27, 2012 at 5:53PM PDT"
The Amazing Spider-Man Review,X360,148,27,Good,7.5,4.0,2.0,"Jun 26, 2012","
    Kevin VanOrd
  ","June 26, 2012 at 10:11AM PDT"
The Amazing Spider-Man Review,PS3,0,3,Good,7.5,4.0,2.0,"Jun 26, 2012","
    Kevin VanOrd
  ","June 26, 2012 at 10:05AM PDT"
Lego Batman 2: DC Super Heroes Review,X360,50,0,Fair,6.5,3.0,3.0,"Jun 19, 2012","
    Tom Mc Shea
  ","June 25, 2012 at 4:50PM PDT"
